PassengerId,Age,SibSp,Parch,Fare,Pclass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived_0,Survived_1
914,0.5428370477823201,0.0,0.0,0.06184168304285603,2.0,True,False,False,False,True,False,True
915,0.27469339311618096,0.0,1.0,0.11980421963065935,2.0,False,True,True,False,False,True,False
916,0.630753000131874,1.0,3.0,0.5121218935012878,2.0,True,False,True,False,False,False,True
917,0.6571277858367401,1.0,0.0,0.028302115124416098,0.0,False,True,False,False,True,True,False
918,0.287880785968614,0.0,1.0,0.1209753416358076,2.0,True,False,True,False,False,False,True
919,0.29447448239483054,0.0,0.0,0.014102260811993537,0.0,False,True,True,False,False,True,False
920,0.5384412501648425,0.0,0.0,0.05953203526170282,2.0,False,True,False,False,True,True,False
921,0.32118032660776297,2.0,0.0,0.04231498029001666,0.0,False,True,True,False,False,True,False
922,0.6571277858367401,1.0,0.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
923,0.31425557167348017,2.0,0.0,0.061483905270283246,1.0,False,True,False,False,True,True,False
924,0.43294210734537786,1.0,2.0,0.04015972542654215,0.0,True,False,False,False,True,False,True
925,0.3020361334564157,1.0,2.0,0.04577135170121086,0.0,True,False,False,False,True,False,True
926,0.3933799287880786,1.0,0.0,0.11272049299551928,2.0,False,True,True,False,False,True,False
927,0.24172491098509827,0.0,0.0,0.014110458666029575,0.0,False,True,True,False,False,True,False
928,0.3020361334564157,0.0,0.0,0.015712553569072387,0.0,True,False,False,False,True,False,True
929,0.27469339311618096,0.0,0.0,0.016908073949327893,0.0,True,False,False,False,True,False,True
930,0.32744296452591326,0.0,0.0,0.018542765081513996,0.0,False,True,False,False,True,True,False
931,0.32118032660776297,0.0,0.0,0.11027245763075773,0.0,False,True,False,False,True,True,False
932,0.5120664644599763,0.0,1.0,0.026187654344120927,0.0,False,True,True,False,False,True,False
933,0.5321113015956747,0.0,0.0,0.051822148727810165,2.0,False,True,False,False,True,True,False
934,0.5384412501648425,0.0,0.0,0.0153221795673563,0.0,False,True,False,False,True,True,False
935,0.3933799287880786,0.0,0.0,0.025374310111545468,1.0,True,False,False,False,True,False,True
936,0.5911908215745747,1.0,0.0,0.10257896680493714,2.0,True,False,False,False,True,False,True
937,0.32744296452591326,0.0,0.0,0.015468569817999833,0.0,False,True,False,False,True,True,False
938,0.5911908215745747,0.0,0.0,0.057970539254838485,2.0,False,True,True,False,False,True,False
939,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
940,0.7890017143610708,0.0,0.0,0.14891148113361488,2.0,True,False,True,False,False,False,True
941,0.47250428590267707,0.0,2.0,0.031034733136428686,0.0,True,False,False,False,True,False,True
942,0.31425557167348017,1.0,0.0,0.11711220051482524,2.0,False,True,False,False,True,True,False
943,0.3538177502307794,0.0,0.0,0.029343047399992037,1.0,False,True,True,False,False,True,False
944,0.2615060002637479,2.0,1.0,0.044893010197349675,1.0,True,False,False,False,True,False,True
945,0.36700514308321247,3.0,2.0,0.5133418122566507,2.0,True,False,False,False,True,False,True
946,0.4057850186746894,0.0,0.0,0.03040857323767609,1.0,False,True,True,False,False,True,False
947,0.12963207173941713,4.0,1.0,0.05684821399990475,0.0,False,True,False,True,False,True,False
948,0.459316893050244,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
949,0.32744296452591326,0.0,0.0,0.014931805565640218,0.0,False,True,False,False,True,True,False
950,0.32118032660776297,1.0,0.0,0.031425107138144774,0.0,False,True,False,False,True,True,False
951,0.47250428590267707,0.0,0.0,0.5121218935012878,2.0,True,False,True,False,False,False,True
952,0.22194382170644866,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
953,0.41975471449294477,0.0,0.0,0.026350245115835676,1.0,False,True,False,False,True,True,False
954,0.23513121455888172,0.0,0.0,0.015126992566498259,0.0,False,True,False,False,True,True,False
955,0.287880785968614,0.0,0.0,0.015078195816283748,0.0,True,False,False,True,False,False,True
956,0.16919425029671636,2.0,2.0,0.5121218935012878,2.0,False,True,True,False,False,True,False
957,0.31922130718894803,0.0,0.0,0.04098927018018883,1.0,True,False,False,False,True,False,True
958,0.23513121455888172,0.0,0.0,0.01537917417160685,0.0,True,False,False,True,False,False,True
959,0.6175656072794409,0.0,0.0,0.08275928836380983,2.0,False,True,False,False,True,True,False
960,0.4065673216405117,0.0,0.0,0.05570149036986375,2.0,False,True,True,False,False,True,False
961,0.7890017143610708,1.0,4.0,0.5133418122566507,2.0,True,False,False,False,True,False,True
962,0.31425557167348017,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
963,0.27469339311618096,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
964,0.38019253593564556,0.0,0.0,0.015468569817999833,0.0,True,False,False,False,True,False,True
965,0.373598839509429,0.0,0.0,0.05410739813385612,2.0,False,True,True,False,False,True,False
966,0.459316893050244,0.0,0.0,0.41282050681475896,2.0,True,False,True,False,False,False,True
967,0.4263484109191613,0.0,0.0,0.41282050681475896,2.0,False,True,True,False,False,True,False
968,0.32118032660776297,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
969,0.7230647500989055,2.0,0.0,0.05016305922051681,2.0,True,False,False,False,True,False,True
970,0.3933799287880786,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
971,0.31425557167348017,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
972,0.07688250032968483,1.0,1.0,0.029757819776815374,0.0,False,True,True,False,False,True,False
973,0.8813134643281024,1.0,0.0,0.4328841690069588,2.0,False,True,False,False,True,True,False
974,0.643940392984307,0.0,0.0,0.050748620223090936,2.0,False,True,False,False,True,True,False
975,0.32118032660776297,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
976,0.4057850186746894,0.0,0.0,0.020901209612881715,1.0,False,True,False,True,False,True,False
977,0.32118032660776297,1.0,0.0,0.028212719478023115,0.0,False,True,True,False,False,True,False
978,0.3538177502307794,0.0,0.0,0.01537917417160685,0.0,True,False,False,True,False,False,True
979,0.23513121455888172,0.0,0.0,0.015712553569072387,0.0,True,False,False,False,True,False,True
980,0.3020361334564157,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
981,0.024132928919952525,1.0,1.0,0.044893010197349675,1.0,False,True,False,False,True,True,False
982,0.287880785968614,1.0,0.0,0.027130993119267845,0.0,True,False,False,False,True,False,True
983,0.32118032660776297,0.0,0.0,0.015175789316712771,0.0,False,True,False,False,True,True,False
984,0.3538177502307794,1.0,2.0,0.10149724044618187,2.0,True,False,False,False,True,False,True
985,0.32118032660776297,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
986,0.32744296452591326,0.0,0.0,0.050748620223090936,2.0,False,True,True,False,False,True,False
987,0.32744296452591326,0.0,0.0,0.015216388212891242,0.0,False,True,False,False,True,True,False
988,1.0,1.0,0.0,0.15390495017656614,2.0,True,False,False,False,True,False,True
989,0.38019253593564556,0.0,0.0,0.015468569817999833,0.0,False,True,False,False,True,True,False
990,0.2615060002637479,0.0,0.0,0.015330377421392339,0.0,True,False,False,False,True,False,True
991,0.43294210734537786,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
992,0.5648160358697086,1.0,0.0,0.1082149914547131,2.0,True,False,True,False,False,False,True
993,0.3538177502307794,1.0,0.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
994,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
995,0.34063035737834635,0.0,0.0,0.015175789316712771,0.0,False,True,False,False,True,True,False
996,0.20875642885401557,1.0,1.0,0.016623491302076868,0.0,True,False,True,False,False,False,True
997,0.36700514308321247,0.0,0.0,0.04396587194327397,0.0,False,True,False,False,True,True,False
998,0.27469339311618096,0.0,0.0,0.015265184963105752,0.0,False,True,False,True,False,True,False
999,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1000,0.32118032660776297,0.0,0.0,0.017005667449756914,0.0,False,True,False,False,True,True,False
1001,0.24172491098509827,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1002,0.5384412501648425,0.0,0.0,0.02936744577509929,1.0,False,True,True,False,False,True,False
1003,0.3020361334564157,0.0,0.0,0.015183987170748809,0.0,True,False,False,True,False,False,True
1004,0.47250428590267707,0.0,0.0,0.06183368037582086,2.0,True,False,True,False,False,False,True
1005,0.24172491098509827,0.0,0.0,0.014216054833493776,0.0,True,False,False,True,False,False,True
1006,0.8285638929183701,1.0,0.0,0.4328841690069588,2.0,True,False,False,False,True,False,True
1007,0.23513121455888172,1.0,0.0,0.028212719478023115,0.0,False,True,True,False,False,True,False
1008,0.32118032660776297,0.0,0.0,0.012565163180236457,0.0,False,True,True,False,False,True,False
1009,0.010945536067519452,1.0,1.0,0.03259622914329302,0.0,True,False,False,False,True,False,True
1010,0.47250428590267707,0.0,0.0,0.1468620176246054,2.0,False,True,True,False,False,True,False
1011,0.38019253593564556,1.0,0.0,0.050748620223090936,1.0,True,False,False,False,True,False,True
1012,0.15600685744428328,0.0,0.0,0.030741952635141623,1.0,True,False,False,False,True,False,True
1013,0.32118032660776297,1.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1014,0.459316893050244,1.0,0.0,0.11272049299551928,2.0,True,False,True,False,False,False,True
1015,0.36700514308321247,0.0,0.0,0.014151057562208049,0.0,False,True,False,False,True,True,False
1016,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1017,0.22194382170644866,0.0,1.0,0.031425107138144774,0.0,True,False,False,False,True,False,True
1018,0.287880785968614,0.0,0.0,0.015216388212891242,0.0,False,True,False,False,True,True,False
1019,0.3020361334564157,2.0,0.0,0.04538097769949478,0.0,True,False,False,True,False,False,True
1020,0.5516286430172755,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1021,0.31425557167348017,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1022,0.41975471449294477,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1023,0.6966899643940393,0.0,0.0,0.055628295244541985,2.0,False,True,True,False,False,True,False
1024,0.3020361334564157,0.0,4.0,0.049707687947515,0.0,True,False,False,False,True,False,True
1025,0.32118032660776297,1.0,0.0,0.012565163180236457,0.0,False,True,True,False,False,True,False
1026,0.5648160358697086,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
1027,0.31425557167348017,0.0,0.0,0.015330377421392339,0.0,False,True,False,False,True,True,False
1028,0.34722405380456284,0.0,0.0,0.014102260811993537,0.0,False,True,True,False,False,True,False
1029,0.34063035737834635,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1030,0.3010681788210471,0.0,0.0,0.015712553569072387,0.0,True,False,False,False,True,False,True
1031,0.5252538573124094,1.0,6.0,0.09154270340242172,0.0,False,True,False,False,True,True,False
1032,0.12963207173941713,5.0,2.0,0.09154270340242172,0.0,True,False,False,False,True,False,True
1033,0.43294210734537786,0.0,0.0,0.29580589980036276,2.0,True,False,False,False,True,False,True
1034,0.8021891072135039,1.0,3.0,0.5121218935012878,2.0,False,True,True,False,False,True,False
1035,0.36700514308321247,0.0,0.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
1036,0.5516286430172755,0.0,0.0,0.051822148727810165,2.0,False,True,False,False,True,True,False
1037,0.4065673216405117,3.0,0.0,0.03513366015444757,0.0,False,True,False,False,True,True,False
1038,0.5321113015956747,0.0,0.0,0.10122885832000206,2.0,False,True,False,False,True,True,False
1039,0.287880785968614,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1040,0.5321113015956747,0.0,0.0,0.051822148727810165,2.0,False,True,False,False,True,True,False
1041,0.3933799287880786,1.0,1.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
1042,0.3010681788210471,0.0,1.0,0.16231419173453318,2.0,True,False,True,False,False,False,True
1043,0.32118032660776297,0.0,0.0,0.015411575213749286,0.0,False,True,True,False,False,True,False
1045,0.47250428590267707,0.0,2.0,0.023780217875537836,0.0,True,False,False,False,True,False,True
1046,0.16919425029671636,4.0,2.0,0.06126431989431795,0.0,False,True,False,False,True,True,False
1047,0.31425557167348017,0.0,0.0,0.014736618564782174,0.0,False,True,False,False,True,True,False
1048,0.38019253593564556,0.0,0.0,0.4328841690069588,2.0,True,False,False,False,True,False,True
1049,0.3010681788210471,0.0,0.0,0.015330377421392339,0.0,True,False,False,False,True,False,True
1050,0.5516286430172755,0.0,0.0,0.051822148727810165,2.0,False,True,False,False,True,True,False
1051,0.34063035737834635,0.0,2.0,0.026887009368195294,0.0,True,False,False,False,True,False,True
1052,0.3020361334564157,0.0,0.0,0.015094396337354966,0.0,True,False,False,True,False,False,True
1053,0.0900698931821179,1.0,1.0,0.029757819776815374,0.0,False,True,True,False,False,True,False
1054,0.34063035737834635,0.0,0.0,0.026350245115835676,1.0,True,False,False,False,True,False,True
1055,0.32118032660776297,0.0,0.0,0.013663090060062943,0.0,False,True,False,False,True,True,False
1056,0.5384412501648425,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1057,0.34063035737834635,1.0,1.0,0.04298993693898376,0.0,True,False,False,False,True,False,True
1058,0.630753000131874,0.0,0.0,0.09856123757927521,2.0,False,True,True,False,False,True,False
1059,0.23513121455888172,2.0,2.0,0.06709553154495196,0.0,False,True,False,False,True,True,False
1060,0.5428370477823201,0.0,0.0,0.05410739813385612,2.0,True,False,True,False,False,False,True
1061,0.287880785968614,0.0,0.0,0.01749363495190202,0.0,True,False,False,False,True,False,True
1062,0.32118032660776297,0.0,0.0,0.014736618564782174,0.0,False,True,False,False,True,True,False
1063,0.3538177502307794,0.0,0.0,0.014102260811993537,0.0,False,True,True,False,False,True,False
1064,0.3010681788210471,1.0,0.0,0.027130993119267845,0.0,False,True,False,False,True,True,False
1065,0.32118032660776297,0.0,0.0,0.014110458666029575,0.0,False,True,True,False,False,True,False
1066,0.5252538573124094,1.0,5.0,0.06126431989431795,0.0,False,True,False,False,True,True,False
1067,0.19556903600158249,0.0,2.0,0.07612293033463641,1.0,True,False,False,False,True,False,True
1068,0.2615060002637479,0.0,0.0,0.07173122281533045,1.0,True,False,False,False,True,False,True
1069,0.7098773572464724,1.0,0.0,0.1082149914547131,2.0,False,True,True,False,False,True,False
1070,0.47250428590267707,0.0,3.0,0.07612293033463641,1.0,True,False,False,False,True,False,True
1071,0.8417512857708032,0.0,2.0,0.16231419173453318,2.0,True,False,True,False,False,False,True
1072,0.3933799287880786,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1073,0.48569167875511016,1.0,1.0,0.16231419173453318,2.0,False,True,True,False,False,True,False
1074,0.23513121455888172,1.0,0.0,0.10364429745562033,2.0,True,False,False,False,True,False,True
1075,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1076,0.3538177502307794,1.0,1.0,0.4831284260198326,2.0,True,False,True,False,False,False,True
1077,0.5252538573124094,0.0,0.0,0.03122992013728673,1.0,False,True,False,False,True,True,False
1078,0.27469339311618096,0.0,1.0,0.04098927018018883,1.0,True,False,False,False,True,False,True
1079,0.22194382170644866,2.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1080,0.3020361334564157,6.0,2.0,0.13575255909676825,0.0,True,False,False,False,True,False,True
1081,0.5252538573124094,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1082,0.44612950019781095,1.0,0.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
1083,0.5321113015956747,0.0,0.0,0.050748620223090936,2.0,False,True,False,False,True,True,False
1084,0.14941316101806673,1.0,1.0,0.028302115124416098,0.0,False,True,False,False,True,True,False
1085,0.8021891072135039,0.0,0.0,0.024105594605968193,1.0,False,True,False,True,False,True,False
1086,0.10325728603455098,0.0,2.0,0.06343577527886367,1.0,False,True,False,False,True,True,False
1087,0.43294210734537786,0.0,0.0,0.015330377421392339,0.0,False,True,False,False,True,True,False
1088,0.07688250032968483,0.0,2.0,0.2625265161540666,2.0,False,True,True,False,False,True,False
1089,0.23513121455888172,0.0,0.0,0.015175789316712771,0.0,True,False,False,False,True,False,True
1090,0.3010681788210471,0.0,0.0,0.020494635090094415,1.0,False,True,False,False,True,True,False
1091,0.3020361334564157,0.0,0.0,0.015834545444608664,0.0,True,False,False,False,True,False,True
1092,0.3020361334564157,0.0,0.0,0.030253985132996517,0.0,True,False,False,True,False,False,True
1093,0.002109982856389292,0.0,2.0,0.028106928123558056,0.0,False,True,False,False,True,True,False
1094,0.6175656072794409,1.0,0.0,0.4440992237022602,2.0,False,True,True,False,False,True,False
1095,0.10325728603455098,1.0,1.0,0.050748620223090936,1.0,True,False,False,False,True,False,True
1096,0.32744296452591326,0.0,0.0,0.020494635090094415,1.0,False,True,False,False,True,True,False
1097,0.5321113015956747,0.0,0.0,0.05024445219987461,2.0,False,True,True,False,False,True,False
1098,0.459316893050244,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
1099,0.31425557167348017,0.0,0.0,0.020494635090094415,1.0,False,True,False,False,True,True,False
1100,0.43294210734537786,0.0,0.0,0.05410739813385612,2.0,True,False,True,False,False,False,True
1101,0.32744296452591326,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
1102,0.41975471449294477,0.0,0.0,0.04396587194327397,0.0,False,True,False,False,True,True,False
1103,0.32118032660776297,0.0,0.0,0.013760683560491965,0.0,False,True,False,False,True,True,False
1104,0.22194382170644866,0.0,0.0,0.1434624456306609,1.0,False,True,False,False,True,True,False
1105,0.7890017143610708,1.0,0.0,0.050748620223090936,1.0,True,False,False,False,True,False,True
1106,0.4988790716075432,4.0,2.0,0.015175789316712771,0.0,True,False,False,False,True,False,True
1107,0.5516286430172755,0.0,0.0,0.08295447536466788,2.0,False,True,False,False,True,True,False
1108,0.3020361334564157,0.0,0.0,0.01537917417160685,0.0,True,False,False,True,False,False,True
1109,0.7494395358037717,1.0,1.0,0.32179836714362564,2.0,False,True,False,False,True,True,False
1110,0.6571277858367401,1.0,1.0,0.41282050681475896,2.0,True,False,True,False,False,False,True
1111,0.32118032660776297,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1112,0.3933799287880786,1.0,0.0,0.027049600139910042,1.0,True,False,True,False,False,False,True
1113,0.27469339311618096,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1114,0.287880785968614,0.0,0.0,0.020494635090094415,1.0,True,False,False,False,True,False,True
1115,0.27469339311618096,0.0,0.0,0.015216388212891242,0.0,False,True,False,False,True,True,False
1116,0.6966899643940393,0.0,0.0,0.0535706338814965,2.0,True,False,True,False,False,False,True
1117,0.3020361334564157,0.0,2.0,0.029757819776815374,0.0,True,False,True,False,False,False,True
1118,0.3010681788210471,0.0,0.0,0.015216388212891242,0.0,False,True,False,False,True,True,False
1119,0.3020361334564157,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
1120,0.5318475537386259,0.0,0.0,0.029473237129564348,0.0,False,True,False,False,True,True,False
1121,0.47250428590267707,0.0,0.0,0.025374310111545468,1.0,False,True,False,False,True,True,False
1122,0.18238164314914942,0.0,0.0,0.12687155055772734,1.0,False,True,False,False,True,True,False
1123,0.27469339311618096,0.0,0.0,0.051822148727810165,2.0,True,False,False,False,True,False,True
1124,0.27469339311618096,1.0,0.0,0.012678957201736696,0.0,False,True,False,False,True,True,False
1125,0.32118032660776297,0.0,0.0,0.01537917417160685,0.0,False,True,False,True,False,True,False
1126,0.5120664644599763,1.0,0.0,0.13913573538264068,2.0,False,True,True,False,False,True,False
1127,0.2615060002637479,0.0,0.0,0.015330377421392339,0.0,False,True,False,False,True,True,False
1128,0.8417512857708032,1.0,0.0,0.14687821814567664,2.0,False,True,True,False,False,True,False
1129,0.2615060002637479,0.0,0.0,0.014102260811993537,0.0,False,True,True,False,False,True,False
1130,0.23513121455888172,1.0,1.0,0.025374310111545468,1.0,True,False,False,False,True,False,True
1131,0.630753000131874,1.0,0.0,0.20772776566317125,2.0,True,False,True,False,False,False,True
1132,0.7230647500989055,0.0,0.0,0.05410739813385612,2.0,True,False,True,False,False,False,True
1133,0.5911908215745747,0.0,2.0,0.05855610025741262,1.0,True,False,False,False,True,False,True
1134,0.5911908215745747,1.0,1.0,0.2625265161540666,2.0,False,True,True,False,False,True,False
1135,0.32118032660776297,0.0,0.0,0.015395374692678068,0.0,False,True,False,False,True,True,False
1136,0.32118032660776297,1.0,2.0,0.04577135170121086,0.0,False,True,False,False,True,True,False
1137,0.5384412501648425,1.0,0.0,0.10122885832000206,2.0,False,True,False,False,True,True,False
1138,0.287880785968614,0.0,0.0,0.04098927018018883,1.0,True,False,False,False,True,False,True
1139,0.5516286430172755,1.0,1.0,0.06343577527886367,1.0,False,True,False,False,True,True,False
1140,0.38019253593564556,1.0,0.0,0.050748620223090936,1.0,True,False,False,False,True,False,True
1141,0.3020361334564157,1.0,0.0,0.028212719478023115,0.0,True,False,True,False,False,False,True
1142,0.009890544639324808,1.0,2.0,0.05416439273810667,1.0,True,False,False,False,True,False,True
1143,0.2615060002637479,0.0,0.0,0.015468569817999833,0.0,False,True,False,False,True,True,False
1144,0.3538177502307794,1.0,0.0,0.26697521827762305,2.0,False,True,True,False,False,True,False
1145,0.31425557167348017,0.0,0.0,0.01820118783001242,0.0,False,True,False,False,True,True,False
1146,0.4263484109191613,0.0,0.0,0.018542765081513996,0.0,False,True,False,False,True,True,False
1147,0.32118032660776297,0.0,0.0,0.014736618564782174,0.0,False,True,False,False,True,True,False
1148,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1149,0.36700514308321247,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1150,0.24831860741131478,0.0,0.0,0.025374310111545468,1.0,True,False,False,False,True,False,True
1151,0.27469339311618096,0.0,0.0,0.015175789316712771,0.0,False,True,False,False,True,True,False
1152,0.4790979823288936,1.0,0.0,0.033962538149299316,0.0,False,True,False,False,True,True,False
1153,0.27469339311618096,0.0,0.0,0.015330377421392339,0.0,False,True,False,False,True,True,False
1154,0.38019253593564556,0.0,2.0,0.044893010197349675,1.0,True,False,False,False,True,False,True
1155,0.010945536067519452,1.0,1.0,0.023780217875537836,0.0,True,False,False,False,True,False,True
1156,0.3933799287880786,0.0,0.0,0.024861944234293106,1.0,False,True,True,False,False,True,False
1157,0.32118032660776297,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
1158,0.5321113015956747,0.0,0.0,0.0,2.0,False,True,False,False,True,True,False
1159,0.32118032660776297,0.0,0.0,0.014736618564782174,0.0,False,True,False,False,True,True,False
1160,0.3020361334564157,0.0,0.0,0.015712553569072387,0.0,True,False,False,False,True,False,True
1161,0.22194382170644866,0.0,0.0,0.016908073949327893,0.0,False,True,False,False,True,True,False
1162,0.6043782144270078,0.0,0.0,0.1468620176246054,2.0,False,True,True,False,False,True,False
1163,0.32118032660776297,0.0,0.0,0.015126992566498259,0.0,False,True,False,True,False,True,False
1164,0.34063035737834635,1.0,0.0,0.26697521827762305,2.0,True,False,True,False,False,False,True
1165,0.3020361334564157,1.0,0.0,0.030253985132996517,0.0,True,False,False,True,False,False,True
1166,0.32118032660776297,0.0,0.0,0.014102260811993537,0.0,False,True,True,False,False,True,False
1167,0.2615060002637479,1.0,0.0,0.050748620223090936,1.0,True,False,False,False,True,False,True
1168,0.36700514308321247,0.0,0.0,0.020494635090094415,1.0,False,True,False,False,True,True,False
1169,0.5252538573124094,1.0,0.0,0.050748620223090936,1.0,False,True,False,False,True,True,False
1170,0.3933799287880786,1.0,0.0,0.04098927018018883,1.0,False,True,False,False,True,True,False
1171,0.287880785968614,0.0,0.0,0.020494635090094415,1.0,False,True,False,False,True,True,False
1172,0.3010681788210471,0.0,0.0,0.016908073949327893,0.0,True,False,False,False,True,False,True
1173,0.007648687854411184,1.0,1.0,0.026887009368195294,0.0,False,True,False,False,True,True,False
1174,0.3020361334564157,0.0,0.0,0.015126992566498259,0.0,True,False,False,True,False,False,True
1175,0.11644467888698405,1.0,1.0,0.029757819776815374,0.0,True,False,True,False,False,False,True
1176,0.024132928919952525,1.0,1.0,0.039452172548431745,0.0,True,False,False,False,True,False,True
1177,0.47250428590267707,0.0,0.0,0.014151057562208049,0.0,False,True,False,False,True,True,False
1178,0.32118032660776297,0.0,0.0,0.014151057562208049,0.0,False,True,False,False,True,True,False
1179,0.31425557167348017,1.0,0.0,0.16057390443488287,2.0,False,True,False,False,True,True,False
1180,0.32118032660776297,0.0,0.0,0.014110458666029575,0.0,False,True,True,False,False,True,False
1181,0.32118032660776297,0.0,0.0,0.015712553569072387,0.0,False,True,False,False,True,True,False
1182,0.5321113015956747,0.0,0.0,0.07729405233978466,2.0,False,True,False,False,True,True,False
1183,0.3933799287880786,0.0,0.0,0.013565496559633922,0.0,True,False,False,True,False,False,True
1184,0.32118032660776297,0.0,0.0,0.014110458666029575,0.0,False,True,True,False,False,True,False
1185,0.6966899643940393,1.0,1.0,0.15977676072337862,2.0,False,True,False,False,True,True,False
1186,0.47250428590267707,0.0,0.0,0.018542765081513996,0.0,False,True,False,False,True,True,False
1187,0.34063035737834635,0.0,0.0,0.015411575213749286,0.0,False,True,False,False,True,True,False
1188,0.010945536067519452,1.0,2.0,0.08115719346076702,1.0,True,False,True,False,False,False,True
1189,0.32118032660776297,2.0,0.0,0.04231498029001666,0.0,False,True,True,False,False,True,False
